Review,Label
"The phone's new ""Portrait mode"" for photography doesn't produce convincing depth of field effects.",Negative
"The phone's battery drains quickly when using the phone's ""Hey Siri"" voice activation feature.",Negative
"The phone's new ""Macro"" mode for photography produces a narrow depth of field that's difficult to work with.",Negative
The phone's camera produces unnatural-looking skin tones in low light conditions.,Negative
"The phone's new ""Photographic Profiles"" feature is too complicated for most users.",Negative
The phone's battery drains quickly when using augmented reality games and apps.,Negative
"The phone's new ""Cinematic mode"" for video recording produces motion sickness in some users.",Negative
The phone's camera produces inconsistent depth of field in portrait mode.,Negative
"The phone's new ""Live Text"" feature doesn't work with all fonts.",Negative
"The phone's new ""Text recognition"" feature doesn't work well with handwritten notes.",Negative
The phone's camera produces overexposed and washed-out photos in bright daylight.,Negative
"The phone's new ""ProRes"" video recording feature is only available on the most expensive models.",Negative
The phone's battery drains quickly when using the phone's GPS navigation feature.,Negative
"The phone's new ""Photographic Styles"" feature produces inconsistent results across different lighting conditions.",Negative
The phone's camera produces blurry photos when taking shots in low light conditions.,Negative
"The phone's new ""Portrait mode"" for photography produces unnatural-looking background blurs.",Negative
The phone's battery life drains quickly when using the phone's 5G capabilities.,Negative
"The phone's new ""Live Text"" feature doesn't work well with non-English languages.",Negative
The phone's camera produces inconsistent color accuracy when taking photos in different lighting conditions.,Negative
"The phone's new ""Cinematic mode"" for video recording produces choppy and unstable footage.",Negative
"The phone's speakers produce a low volume output, even at maximum settings.",Negative
"The phone's new ""Photographic Profiles"" feature doesn't offer enough customization options.",Negative
The phone's battery drains quickly when using the phone's augmented reality capabilities.,Negative
"The phone's new ""Night mode"" for photography produces unnatural-looking skin tones.",Negative
The phone's camera produces noisy and grainy photos in low light conditions.,Negative
"The phone's new ""ProRes"" video recording feature requires a high-capacity memory card to use.",Negative
"The phone's battery drains quickly when using the phone's ""always-on"" display feature.",Negative
"The phone's new ""Text recognition"" feature struggles with recognizing small or distorted text.",Negative
The phone's camera produces over-sharpened photos that look artificial.,Negative
"The phone's new ""Live Text"" feature is slow to recognize text and can take a long time to process.",Negative
The phone's battery life drains quickly when using the phone's high-refresh-rate display.,Negative
"The phone's new ""Cinematic mode"" for video recording produces unnatural-looking motion blur.",Negative
The phone's camera produces inconsistent results when taking photos with the ultra-wide lens.,Negative
"The phone's new ""Portrait mode"" for photography produces inconsistent results with different subjects.",Negative
The phone's battery drains quickly when using the phone's Face ID feature.,Negative
"The phone's new ""ProRes"" video recording feature requires a lot of processing power and can cause the phone to overheat.",Negative
The phone's camera produces inaccurate colors in indoor lighting conditions.,Negative
"The phone's new ""Smart HDR 4"" feature produces too much contrast and can wash out photos.",Negative
The phone's battery life drains quickly when using the phone's gaming capabilities.,Negative
"The phone's new ""Live Text"" feature doesn't work well with handwritten text in cursive.",Negative
The phone's camera produces inconsistent results when taking photos with the telephoto lens.,Negative
"The phone's new ""Photographic Profiles"" feature doesn't offer enough guidance for novice users.",Negative
"The phone's battery drains quickly when using the phone's ""Low Power Mode.""",Negative
"The phone's new ""Text recognition"" feature doesn't work well with handwritten notes in dark ink.",Negative
The phone's camera produces photos with a noticeable green tint in certain lighting conditions.,Negative
"The phone's new ""ProRes"" video recording feature produces large file sizes that quickly fill up phone storage.",Negative
The phone's battery drains quickly when using the phone's built-in flashlight feature.,Negative
"The phone's new ""Photographic Styles"" feature doesn't offer enough differentiation between the different styles.",Negative
The phone's camera produces blurry photos when taking action shots.,Negative
"The phone's new ""Portrait mode"" for photography produces inconsistent results with glasses-wearing subjects.",Negative
The phone's battery life drains quickly when using the phone's wireless charging feature.,Negative
"The phone's new ""Live Text"" feature doesn't work well with non-Latin character sets.",Negative
The phone's camera produces washed-out colors in photos taken in bright outdoor settings.,Negative
"The phone's new ""Cinematic mode"" for video recording produces jittery footage when panning the camera.",Negative
The phone's speakers produce poor sound quality with noticeable distortion at high volumes.,Negative
"The phone's new ""Photographic Profiles"" feature produces overprocessed photos with too much artificial sharpening.",Negative
The phone's battery drains quickly when using the phone's digital zoom feature.,Negative
"The phone's new ""Night mode"" for photography produces unnaturally bright photos in dark settings.",Negative
The phone's camera produces photos with a noticeable blue tint in certain lighting conditions.,Negative
"The phone's new ""ProRes"" video recording feature requires a high-speed internet connection to upload large files.",Negative
"The phone's battery drains quickly when using the phone's ""Hey Siri"" feature.",Negative
"The phone's new ""Text recognition"" feature struggles with recognizing handwritten text with unusual characters.",Negative
The phone's camera produces photos with a noticeable red tint in certain lighting conditions.,Negative
"The phone's new ""Live Text"" feature is not able to recognize text in some fonts.",Negative
The phone's battery life drains quickly when using the phone's navigation app with 3D maps.,Negative
"The phone's new ""Cinematic mode"" for video recording produces inconsistent focus changes when shifting between subjects.",Negative
The phone's camera produces photos with an overexposed sky and underexposed foreground in certain lighting conditions.,Negative
"The phone's new ""Portrait mode"" for photography produces unnatural-looking skin tones with darker-skinned subjects.",Negative
"The phone's battery drains quickly when using the phone's ""Find My"" app.",Negative
"The phone's new ""ProRes"" video recording feature produces videos with a noticeable lag between audio and video.",Negative
The phone's camera produces photos with a noticeable purple fringing in high-contrast scenes.,Negative
"The phone's new ""Smart HDR 4"" feature produces over-saturated colors in certain lighting conditions.",Negative
The phone's battery life drains quickly when using the phone's streaming apps.,Negative
"The phone's new ""Live Text"" feature is not able to recognize text on curved surfaces.",Negative
The phone's camera produces photos with a noticeable yellow cast in certain lighting conditions.,Negative
"The phone's new ""Photographic Profiles"" feature produces photos with unrealistic-looking skin smoothing.",Negative
